Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
67035.27,6.33,6.45,4.11,47689.91,4327552.08,North Jasonville
68727.08,5.46,6.94,5.7,33963.07,3898553.51,Port Adamtown
45601.31,5.07,7.75,6.85,37760.43,3570593.12,South Anthony
63308.66,6.23,5.69,3.26,35153.43,3675973.13,South Anthony
69347.85,6.18,7.1,3.63,38738.61,3961802.75,Lake Kathleen
54818.85,5.11,6.05,3.95,25046.98,3421203.21,New Deniseton
79250.68,6.54,6.82,3.03,30576.25,4411995.58,East Lucas
86369.65,6.05,8.45,2.54,24361.27,4702455.65,Port Adamtown
84356.93,5.73,7.98,4.88,39669.86,4618259.37,Lake Kathleen
90804.08,4.93,8.45,5.2,49112.99,4700818.11,North Jasonville
65473.06,5.67,6.46,4.04,29215.45,3884074.62,New Michelleville
81278.73,3.63,7.81,2.94,40172.58,4087279.1,Port Adamtown
72213.14,5.54,7.65,2.45,32608.91,3954650.39,Jenniferstad
55431.65,6.99,7.8,4.48,39483.45,4034882.73,Lake Christinaport
58506.56,5.61,7.1,3.43,36831.62,3692750.06,Lake Christinaport
64309.36,6.03,6.51,2.78,28433.12,3830578.92,Rebeccaville
49619.18,6.52,8.65,3.6,42886.23,4069983.18,New Deniseton
68341.18,6.58,6.91,2.62,28421.99,3931275.78,Lake Christinaport
68918.42,6.06,8.5,5.66,27678.27,4010055.5,Jenniferstad
99363.06,5.62,7.96,6.43,47337.3,4974578.76,East Lucas
71832.93,5.23,7.01,4.4,47042.5,4040881.61,North Jasonville
83359.99,5.47,5.95,5.21,23171.28,3997413.08,Jenniferstad
74540.02,5.36,8.34,4.45,37073.93,4197254.75,Rebeccaville
61267.33,4.82,8.32,3.77,47900.42,4039158.39,New Michelleville
58251.47,7.66,5.53,3.57,46615.61,4176859.81,New Michelleville
62475.55,6.5,5.61,2.95,51292.66,4071509.1,Rebeccaville
65013.44,5.83,6.93,5.95,50052.68,4197212.77,East Lucas
81012.31,7.25,6.57,2.15,32737.34,4616092.43,Lake Christinaport
81914.41,5.54,6.03,3.4,16431.13,3876142.4,South Anthony
64404.25,5.42,8.66,4.13,28069.85,3722707.76,South Anthony
65944.37,7.61,6.03,3.58,32872.95,4163328.31,Lake Christinaport
60071.47,6.1,6.31,4.86,28962.35,3597022.06,Lake Kathleen
66565.53,6.41,5.38,4.68,17254.88,3689143.21,Lake Christinaport
71533.13,6.09,9.21,5.19,40582.4,4487549.08,Lake Kathleen
62683.98,6.45,7.25,5.64,34370.17,4091725.81,Lake Kathleen
70096.73,6.21,6.6,4.02,38146.05,4137610.96,Rebeccaville
61776.36,5.42,7.98,3.33,31152.5,3685034.58,Port Adamtown
82984.41,5.22,7.23,5.61,34342.86,4243152.45,Lake Christinaport
71031.49,7.42,8.45,5.08,44620.52,4621115.22,Jenniferstad
62490.27,6.35,6.85,4.25,44210.81,4032236.35,Jenniferstad
83752.68,6.57,5.55,3.9,28254.79,4293764.48,Rebeccaville
49903.15,6.25,7.62,2.77,33882.85,3662848.77,Lake Christinaport
67187.85,6.95,8.42,5.5,46761.21,4559981.99,Lake Christinaport
85113.35,6.83,8.22,4.94,31960.51,4660309.98,New Deniseton
81825.91,4.37,6.28,3.62,24136.49,3737056.52,Lake Kathleen
77170.78,6.01,5.01,2.5,28402.29,3677872.41,Lake Christinaport
68191.76,6.53,8.48,3.22,33996.77,4247376.71,New Deniseton
79636.56,5.42,5.36,3.24,46597.84,4241738.05,South Anthony
76490.24,6.6,9.36,2.0,46867.41,4779732.59,Jenniferstad
80300.91,4.85,6.04,4.86,44185.42,4195499.01,North Jasonville
57654.26,6.4,7.12,4.01,31343.32,3966591.52,Port Adamtown
80648.53,5.94,7.42,2.0,51326.45,4667681.47,Port Adamtown
58797.51,5.65,6.74,2.08,36685.02,3595562.58,Port Adamtown
54824.9,7.18,6.16,2.0,14069.18,3560781.29,South Anthony
68488.41,4.31,7.67,4.45,39400.88,3742018.91,Rebeccaville
67814.52,6.49,8.73,5.03,30033.97,4337625.79,Rebeccaville
82357.65,5.34,6.52,3.13,47546.69,4236145.13,North Jasonville
66299.65,5.5,6.98,5.59,55596.02,4269250.13,New Deniseton
72046.48,6.27,6.24,3.01,33854.01,3939319.13,North Jasonville
57719.53,5.91,6.11,6.19,52871.12,3942015.59,Port Adamtown
55332.6,7.83,6.51,3.75,38926.61,4133143.4,Port Adamtown
64675.28,6.58,6.64,2.0,36717.72,3919938.47,Lake Kathleen
74863.56,6.33,6.63,3.35,63478.93,4556034.81,North Jasonville
96500.8,6.27,6.94,5.64,32876.53,4546431.56,Rebeccaville
57237.84,5.51,7.82,3.31,32418.71,3854854.19,East Lucas
88047.59,8.22,7.33,5.08,12743.07,4464379.59,East Lucas
65520.22,7.36,6.51,3.65,30305.5,3930412.47,North Jasonville
83836.09,5.25,7.88,2.0,40013.44,4382226.32,Jenniferstad
52737.12,6.21,6.73,5.48,42580.07,3844766.93,East Lucas
71403.19,5.45,7.94,3.67,25679.27,3974039.41,North Jasonville
70295.42,4.64,7.02,2.82,32653.45,3757928.01,Port Adamtown
63760.64,7.68,5.87,2.85,47681.99,4394691.77,Port Adamtown
65640.19,4.06,8.48,5.86,24678.78,3685247.61,Port Adamtown
68572.73,6.94,7.14,3.99,39229.53,4036573.13,South Anthony
69971.84,6.34,8.97,2.45,47479.51,4408718.78,Rebeccaville
48241.48,3.86,7.81,3.94,47476.61,3562109.35,South Anthony
55084.25,6.18,7.43,3.03,40786.6,3984115.22,North Jasonville
59091.0,5.26,5.79,2.0,42032.04,3629282.9,Jenniferstad
38914.27,5.58,8.24,4.92,37655.63,3440899.45,Lake Kathleen
53812.69,5.17,7.7,3.76,21368.2,3462412.99,Rebeccaville
76531.4,6.04,7.63,2.91,35366.72,4283585.49,New Michelleville
71872.37,6.17,5.73,4.19,41721.06,4224567.5,Jenniferstad
58611.56,6.62,6.32,2.69,45887.54,3790280.6,Port Adamtown
78613.85,6.58,8.02,4.5,33366.85,4402783.31,New Michelleville
68494.42,7.06,7.38,3.94,35720.12,4273612.94,New Michelleville
58509.74,6.94,7.37,4.66,32326.53,3954493.93,New Michelleville
75257.19,5.79,6.88,3.17,27535.01,4008251.41,East Lucas
82856.97,6.66,8.02,3.38,32331.26,4486442.95,Rebeccaville
64781.12,5.51,6.21,3.03,34844.88,3661737.33,New Deniseton
76453.12,6.56,6.95,3.57,39370.45,4249481.06,New Michelleville
71703.7,7.11,7.61,4.09,44200.32,4537679.61,Lake Kathleen
72054.69,5.1,6.49,5.67,40182.57,4015820.48,Rebeccaville
55145.47,6.62,7.3,2.89,36852.26,3843135.05,South Anthony
53930.09,5.77,6.89,3.83,39385.62,3654511.79,Lake Kathleen
56610.26,6.26,6.39,4.17,38392.68,3804358.91,North Jasonville
71921.73,7.14,6.03,3.6,36707.49,4170538.35,South Anthony
67852.69,5.63,7.03,3.24,44191.24,3953009.91,Port Adamtown
66572.2,5.74,6.11,4.67,33758.99,3795167.12,Lake Christinaport
82384.06,8.12,8.6,3.71,47704.19,5185315.1,South Anthony
84959.43,3.99,6.3,2.81,43052.34,4183494.31,Jenniferstad
48392.97,8.07,8.16,3.04,31703.76,4001581.36,Lake Christinaport
45671.4,8.15,7.4,3.44,42451.24,4063612.59,South Anthony
63608.74,4.63,6.89,3.86,19675.39,3555337.5,New Michelleville
73275.34,7.82,8.27,4.23,44820.35,4661343.45,East Lucas
74773.27,5.88,6.68,3.79,20121.88,4014936.7,Lake Christinaport
65698.01,5.24,8.3,5.2,37982.22,4075113.09,New Deniseton
45819.27,6.34,6.18,3.33,29644.85,3503320.34,New Michelleville
88747.5,4.77,7.28,4.25,32429.16,4232936.6,Port Adamtown
61145.92,6.26,8.65,3.22,35545.78,4260965.49,New Michelleville
72399.82,7.13,8.58,4.34,55580.78,4987884.95,North Jasonville
68805.68,6.31,5.03,3.01,46507.72,3917446.12,Lake Kathleen
65043.4,7.89,6.95,5.8,27861.55,4138732.49,Rebeccaville
80515.1,6.2,9.06,4.03,30492.19,4514803.25,Rebeccaville
82117.92,5.2,6.67,2.69,35911.07,4033882.54,North Jasonville
53942.81,7.05,6.48,4.72,35317.29,3916156.8,Port Adamtown
41021.23,5.49,3.96,5.44,46090.72,3292197.7,Lake Kathleen
61526.0,5.99,5.67,4.81,37270.13,3914650.54,New Deniseton
72250.1,6.3,7.58,6.12,46598.99,4361512.29,Rebeccaville
71551.77,6.93,6.73,2.45,39851.38,4332271.37,East Lucas
72406.43,4.7,7.73,3.41,47240.55,4203792.85,South Anthony
80672.07,7.16,5.57,2.35,43520.49,4414950.93,Lake Christinaport
79513.22,5.17,7.09,4.21,35019.89,4237093.66,Lake Christinaport
63868.62,7.46,7.14,2.25,30447.89,4066532.15,North Jasonville
53736.05,5.19,6.62,3.76,36103.13,3627741.29,North Jasonville
60398.56,8.08,8.33,2.86,42798.25,4500939.93,Lake Kathleen
81318.38,5.02,7.74,4.51,35960.84,4253008.96,Lake Christinaport
60962.97,5.63,6.68,4.62,35562.53,3864347.05,Rebeccaville
80761.55,6.88,7.56,3.26,24345.99,4487253.14,New Michelleville
75818.21,7.12,8.8,3.56,43220.05,4743960.14,Lake Kathleen
91774.16,5.91,5.96,4.93,27904.46,4474093.67,East Lucas
68467.24,7.33,8.47,4.11,48945.0,4410440.45,New Michelleville
43675.16,6.15,7.27,3.57,29295.22,3569043.33,Port Adamtown
90116.74,6.87,6.85,4.07,45414.93,4779476.13,New Michelleville
68941.8,5.99,6.47,6.04,26528.27,3885033.75,New Deniseton
67252.78,6.32,6.62,4.49,43297.99,4020223.65,Port Adamtown
83920.29,6.06,6.54,4.63,42600.6,4347478.89,Jenniferstad
64860.56,4.14,5.44,3.78,24737.03,3318483.72,East Lucas
57148.6,5.94,6.26,2.75,46663.85,3698744.86,East Lucas
64819.33,5.32,6.61,2.23,24754.28,3555407.92,East Lucas
74775.47,7.45,6.18,4.06,34956.54,4364946.83,New Michelleville
64392.67,5.04,7.3,4.82,20891.91,3547940.06,Rebeccaville
88045.39,4.92,7.21,6.08,51784.44,4434715.21,New Michelleville
58203.66,6.71,8.22,2.73,28443.72,3914905.0,Jenniferstad
60232.18,5.44,5.9,4.97,38982.75,3612565.7,New Deniseton
53846.34,5.59,7.64,3.56,12642.0,3200230.35,East Lucas
89046.67,5.03,6.73,2.0,18232.1,3997882.55,South Anthony
87096.41,6.17,7.21,4.38,35029.17,4620082.85,Port Adamtown
65353.39,6.04,7.42,4.61,25939.19,3875949.21,North Jasonville
59089.6,5.59,6.25,3.06,41049.49,3932117.66,Lake Christinaport
49477.69,6.21,7.21,4.13,33474.03,3793526.1,Rebeccaville
84082.86,5.03,6.49,6.42,42290.4,4199775.6,Port Adamtown
75275.93,4.3,7.89,4.24,45509.75,4316136.59,Rebeccaville
75470.25,4.02,7.11,5.85,24520.71,3627018.22,New Michelleville
64537.98,5.85,7.87,3.04,38124.47,4045493.7,Lake Christinaport
81528.72,5.46,5.93,3.02,35577.04,4214358.95,Rebeccaville
68845.46,5.54,7.54,2.0,38513.82,3917999.94,East Lucas
55764.23,6.84,6.81,2.58,50027.78,4047617.36,Port Adamtown
58803.73,5.45,8.15,4.55,26904.85,3859357.66,Port Adamtown
71391.58,7.11,7.5,3.16,38843.22,4299502.26,North Jasonville
53856.62,6.02,6.05,3.78,29735.95,3613138.81,Rebeccaville
74216.2,6.47,7.34,2.08,30733.72,4284963.51,North Jasonville
58366.08,6.58,5.28,3.75,57345.28,4164932.23,South Anthony
63420.66,5.58,6.89,3.78,40669.86,4119078.26,Jenniferstad
62784.75,4.9,7.35,3.79,33658.84,3632289.83,New Deniseton
65007.9,2.72,5.7,2.38,48728.84,3580362.15,Lake Christinaport
74142.15,4.04,7.77,3.91,45532.94,3922614.97,Jenniferstad
54280.84,6.29,7.47,5.18,15380.13,3676090.81,South Anthony
61315.77,6.94,6.33,4.69,37111.8,4036834.72,Rebeccaville
53618.23,4.4,8.54,5.0,41054.33,3642583.71,Rebeccaville
62936.92,6.14,5.85,3.81,30755.62,3879025.87,Lake Christinaport
57662.28,5.58,6.03,4.0,33968.94,3442695.8,South Anthony
69968.11,6.59,6.25,4.26,44184.48,4236998.13,Rebeccaville
73305.56,6.6,6.14,3.43,38516.85,4276892.74,East Lucas
89213.04,5.59,8.55,4.24,49129.36,4904373.34,New Deniseton
63336.57,6.12,7.8,5.73,40528.45,4210180.58,Lake Christinaport
82842.46,6.33,4.55,2.0,43013.26,4210128.27,Jenniferstad
62603.25,5.77,6.93,3.86,20164.94,3729749.65,Rebeccaville
61208.25,3.52,6.89,3.12,37637.25,3497190.86,Port Adamtown
75225.57,5.99,7.45,4.58,33716.22,4034449.9,Jenniferstad
79401.49,5.14,6.46,5.67,24283.75,3984697.53,Lake Kathleen
80218.05,5.12,8.17,5.34,45307.3,4607693.63,Lake Christinaport
74032.39,5.85,7.55,5.36,26465.37,4128914.34,East Lucas
70124.2,6.37,6.29,5.72,36788.11,4039186.64,New Deniseton
87447.32,4.57,6.19,3.29,22830.05,3766317.95,Rebeccaville
63329.24,6.33,6.83,4.14,40864.86,4117661.76,Jenniferstad
59345.88,6.0,5.09,2.0,32549.75,3602416.94,East Lucas
61669.2,6.72,8.76,2.56,23192.52,3935130.12,New Deniseton
54640.29,5.35,6.42,2.83,32435.6,3513747.11,Rebeccaville
61238.29,5.77,7.41,4.39,41624.13,4048610.7,South Anthony
85542.81,5.98,8.43,4.1,41651.22,4696751.28,Lake Kathleen
51127.07,4.97,6.15,2.0,36544.17,3391658.8,Lake Kathleen
87272.41,6.0,7.64,3.85,26961.44,4537544.43,Lake Kathleen
51892.6,5.21,6.24,5.27,18197.62,3167210.12,South Anthony
79970.29,5.19,8.18,2.0,27960.51,4094802.06,Rebeccaville
39199.1,5.14,8.61,5.89,63514.7,3797777.46,Lake Kathleen
87217.01,5.74,9.08,2.92,21944.4,4319150.47,South Anthony
61101.61,5.93,6.36,4.94,30190.94,3648254.14,Lake Christinaport
70617.7,7.48,7.22,2.05,47112.95,4606377.88,Lake Kathleen
67657.48,6.51,6.19,2.0,32026.44,4172604.17,Port Adamtown
64845.97,5.85,7.43,3.09,32311.96,3961382.81,South Anthony
85077.29,5.1,8.04,3.33,40131.52,4415609.42,South Anthony
79995.82,4.99,7.08,4.98,23208.72,4057159.01,Rebeccaville
67933.83,6.78,8.83,3.19,24745.23,4206183.41,Jenniferstad
73608.3,6.45,5.01,5.18,43295.01,4137285.03,New Michelleville
78712.41,6.57,7.88,2.25,37909.3,4596909.98,Lake Christinaport
65317.32,6.69,6.32,3.71,11754.64,3595090.94,Rebeccaville
77766.71,7.86,6.38,4.51,42036.97,4555445.83,Port Adamtown
79915.83,7.23,5.31,2.0,52577.75,4589734.65,Rebeccaville
62188.37,6.86,6.58,4.93,43068.13,4263955.36,Port Adamtown
56209.66,5.02,7.82,2.28,30401.71,3555150.79,Port Adamtown
72198.66,4.86,6.98,4.2,39589.6,4013400.46,Jenniferstad
59023.03,7.0,8.7,3.97,40129.54,4256444.71,Rebeccaville
73195.08,5.89,7.68,4.83,56480.09,4581515.15,Jenniferstad
65594.43,8.31,6.12,3.75,34364.28,4350666.13,Jenniferstad
79394.88,5.27,6.1,3.02,31844.45,3885970.04,North Jasonville
78354.57,6.5,6.67,4.85,26904.02,3915685.71,New Deniseton
91162.55,7.9,7.28,4.33,27928.69,4776531.42,Lake Kathleen
82045.94,5.54,6.19,2.71,45046.69,4281016.26,Rebeccaville
74305.43,6.18,8.69,4.78,38188.96,4441027.72,South Anthony
62055.28,5.32,7.09,4.7,49840.03,4091381.03,Jenniferstad
57715.52,6.33,5.33,2.34,26547.34,3440999.03,Lake Christinaport
74277.66,5.77,6.89,3.97,36771.79,4160954.69,South Anthony
82749.42,6.14,6.97,3.51,39753.74,4380108.08,North Jasonville
78132.66,4.99,6.96,4.78,44044.7,4308164.02,Port Adamtown
67197.74,6.82,8.65,2.0,36595.18,4277586.55,Lake Kathleen
62639.19,5.98,6.98,4.98,44367.06,3979325.67,South Anthony
81025.2,5.63,7.07,3.01,28126.8,4282314.57,New Deniseton
71361.63,5.33,5.68,4.1,34910.93,3975896.16,New Michelleville
49524.67,6.85,5.1,2.1,42681.07,3656443.19,New Michelleville
85127.55,6.25,7.59,5.2,22710.51,4254357.09,South Anthony
44858.3,6.07,7.87,5.05,34508.24,3606996.7,Rebeccaville
60273.02,6.87,8.82,6.26,16428.78,4081418.04,South Anthony
64246.52,6.25,6.43,2.4,31053.85,3716936.15,Jenniferstad
75081.49,4.95,7.89,4.76,38485.87,4094375.31,North Jasonville
62816.85,4.91,6.5,2.57,35385.13,3866848.14,South Anthony
61199.13,6.04,6.53,5.43,26060.93,3654306.2,Lake Christinaport
68255.22,5.81,7.06,2.05,38147.21,3847622.13,Rebeccaville
80852.41,5.32,6.66,4.0,30325.59,3919433.71,New Michelleville
65028.98,7.3,7.12,5.3,12710.98,3965148.32,New Michelleville
91190.44,6.9,6.48,2.0,56392.3,4813343.99,North Jasonville
71485.81,6.9,4.74,3.85,36412.66,4052761.0,East Lucas
63276.07,6.75,6.06,4.02,27924.05,3856877.92,Port Adamtown
64026.47,6.48,4.03,3.35,49409.07,3864889.07,Port Adamtown
61475.38,6.53,6.02,4.39,46602.21,4135676.93,Port Adamtown
75706.59,6.99,6.82,4.92,21148.86,4090787.59,Port Adamtown
65499.73,4.73,6.21,5.15,39238.42,3769723.32,North Jasonville
66849.44,4.97,6.78,5.21,37956.83,4035593.45,North Jasonville
61821.12,4.83,6.64,3.83,43431.22,3664669.44,Lake Christinaport
88017.57,4.37,5.97,2.23,34859.99,4265948.25,Port Adamtown
48211.63,5.42,7.46,5.58,38874.06,3675482.72,Lake Kathleen
64980.42,7.63,7.99,4.12,49773.98,4489310.32,South Anthony
72736.25,3.66,6.67,5.38,46490.53,3943064.69,Rebeccaville
72012.38,4.92,7.06,4.6,25857.17,3736943.56,Port Adamtown
69024.3,6.47,6.4,5.59,11398.63,3624078.55,Lake Christinaport
76663.12,5.54,6.89,3.28,27239.7,3841783.37,Lake Christinaport
71289.38,5.96,7.8,7.0,35107.46,4373314.95,East Lucas
66452.68,5.93,6.95,3.71,34294.2,3841540.14,South Anthony
57501.89,6.26,6.56,3.79,21216.71,3557442.79,Lake Kathleen
72196.1,5.6,7.32,6.3,20307.07,3981571.73,East Lucas
56913.76,5.22,7.0,5.95,37969.54,3879203.17,Rebeccaville
46964.65,5.15,4.86,5.99,43418.89,3303058.82,South Anthony
78894.64,4.13,7.48,2.57,30486.07,3910529.42,Port Adamtown
65753.47,4.37,7.34,4.53,43734.83,3698602.68,Lake Christinaport
63365.94,8.69,8.44,5.06,37315.19,4548914.41,North Jasonville
66484.29,5.88,6.72,3.58,40498.14,3837761.66,New Michelleville
67105.33,8.41,7.0,4.55,18147.69,4097112.98,Jenniferstad
65158.65,5.11,7.25,2.96,30409.72,3850153.0,North Jasonville
66608.16,5.96,7.25,4.03,50627.87,4320290.63,North Jasonville
71173.32,8.18,6.16,3.15,30298.45,4258916.35,Jenniferstad
67182.38,6.18,6.1,4.37,39166.37,3904330.76,New Michelleville
74272.27,6.92,7.64,2.92,46417.15,4461426.26,East Lucas
95261.54,5.14,5.78,3.67,45526.66,4445207.38,Jenniferstad
79229.97,7.5,7.08,4.21,35286.13,4531294.06,New Michelleville
73745.2,5.7,7.57,2.31,34150.61,4136623.48,North Jasonville
69770.79,6.37,6.62,3.33,42051.17,4076778.1,South Anthony
72703.89,6.05,7.17,2.89,39500.02,4196249.87,Lake Kathleen
77210.41,5.22,6.11,6.08,45937.99,4150427.73,New Deniseton
73501.23,6.58,7.11,4.08,38724.73,4255728.33,East Lucas
81316.93,7.57,8.13,3.35,43643.5,4731011.39,East Lucas
80282.8,6.01,7.34,3.99,18376.12,4211810.69,Rebeccaville
66567.18,5.28,7.37,3.59,49802.3,4044830.54,East Lucas
63630.52,4.96,5.33,3.52,44394.57,3664959.02,New Deniseton
73954.45,7.54,6.29,2.0,29658.98,4187936.09,North Jasonville
86578.05,7.81,6.7,4.5,36176.04,4785669.97,Jenniferstad
57116.43,6.17,5.87,2.0,29967.15,3637755.0,Lake Kathleen
73472.71,5.12,7.69,5.48,38226.51,4229555.72,Jenniferstad
68066.18,6.18,7.39,5.18,32980.05,4095027.34,New Deniseton
67035.79,3.92,7.76,5.11,29413.89,3778826.1,North Jasonville
66261.77,6.82,6.96,5.2,31359.61,4166428.36,Rebeccaville
85339.36,7.06,7.21,2.25,37328.75,4757544.78,Lake Kathleen
80135.11,4.26,5.95,3.47,21740.55,3714097.94,South Anthony
70310.35,4.99,7.53,3.38,33634.33,3968543.83,New Michelleville
63188.26,5.48,6.24,5.68,35380.87,3889384.89,Port Adamtown
78528.41,6.09,6.49,4.11,38649.03,4321690.58,South Anthony
72473.29,5.45,6.05,4.06,30040.75,3802142.72,East Lucas
64053.85,6.6,6.84,3.91,21447.39,4004980.28,Lake Kathleen
64255.05,4.75,5.26,3.05,25245.71,3576610.77,Lake Kathleen
71459.17,6.71,6.32,3.69,46937.0,4516883.98,Rebeccaville
50940.72,5.21,6.72,3.97,33148.32,3585323.13,South Anthony
67036.25,4.62,7.22,3.23,20925.77,3664384.2,Port Adamtown
65633.17,5.3,5.75,4.73,25364.36,3535841.58,Lake Christinaport
62588.67,6.58,5.25,2.0,36912.69,3775065.74,Lake Kathleen
76080.58,5.08,5.11,3.04,40703.33,4042181.23,East Lucas
60508.54,7.95,7.68,2.94,52136.66,4617674.15,Jenniferstad
71137.03,5.75,6.17,2.0,55579.12,4185991.69,Lake Kathleen
64463.15,5.39,6.86,3.36,43327.47,4198819.77,South Anthony
64414.12,6.05,6.99,4.76,44968.09,4049377.06,New Michelleville
63370.28,5.22,6.54,5.9,45006.87,4077461.2,New Deniseton
99109.71,6.49,6.67,4.13,54658.33,5007153.63,South Anthony
69679.44,6.66,6.78,2.67,41600.93,4241197.32,Lake Christinaport
59726.91,6.15,6.28,3.8,33130.34,3929084.77,Jenniferstad
51455.29,5.16,6.18,3.01,33507.71,3400643.66,North Jasonville
52817.59,4.92,6.63,5.58,46403.76,3683624.66,New Michelleville
58055.07,4.37,6.3,3.1,32736.56,3585307.39,New Deniseton
63433.18,4.64,6.8,2.0,46478.91,3747099.09,Port Adamtown
66447.76,6.69,8.71,4.02,35223.29,4270320.19,New Michelleville
79802.19,5.93,7.18,2.0,39492.97,4405195.75,New Michelleville
63456.08,4.97,7.45,3.03,45154.3,4040878.65,New Michelleville
72597.3,6.25,7.95,3.13,34689.67,4063197.21,Lake Kathleen
68257.97,8.13,6.73,4.15,48665.58,4503896.91,North Jasonville
75052.35,6.94,7.32,4.66,35112.35,4380701.33,New Deniseton
73981.15,6.03,6.26,4.86,26854.74,4173138.85,East Lucas
68914.85,4.78,5.76,4.52,34229.85,3721585.68,South Anthony
67497.27,5.79,6.8,3.53,28194.85,3829208.25,Jenniferstad
89555.56,8.53,7.32,3.94,18779.09,4804838.77,South Anthony
69736.47,8.14,7.02,5.84,40447.06,4409487.32,Rebeccaville
56392.6,7.33,6.84,7.0,22326.82,3724288.38,South Anthony
62370.39,6.32,6.28,3.44,24895.68,3780395.36,New Michelleville
50736.02,5.58,5.43,4.88,37045.55,3341282.89,North Jasonville
61667.44,6.44,8.05,4.47,43896.06,4209487.37,New Deniseton
52916.44,4.86,7.01,5.49,45198.7,3645419.86,East Lucas
79521.83,6.81,6.54,4.7,34156.46,4221751.65,North Jasonville
92485.41,5.31,9.06,4.62,14413.33,4389512.82,Rebeccaville
71533.9,6.83,7.26,3.06,48974.24,4603553.04,Lake Christinaport
60429.58,4.8,7.18,4.78,33156.62,3649874.97,New Michelleville
60625.93,5.14,6.03,3.02,34636.54,3603402.13,Port Adamtown
54932.67,6.02,6.77,5.06,41137.35,3729748.36,Lake Kathleen
53713.43,6.81,4.93,5.32,26935.66,3693092.23,North Jasonville
65889.52,5.65,8.21,3.51,26652.25,4047245.44,South Anthony
79437.85,3.65,6.4,2.98,39144.93,3941984.68,North Jasonville
64316.5,3.87,7.24,7.0,45986.06,3909254.73,Jenniferstad
49648.52,2.66,7.03,4.54,20171.79,2918766.8,South Anthony
91142.09,6.92,7.15,2.96,35779.17,4623056.26,North Jasonville
48326.09,7.78,8.68,2.76,25683.72,3863425.18,New Deniseton
75085.51,7.03,5.59,2.26,38441.75,4279154.87,New Deniseton
89008.18,6.69,7.29,4.61,23794.78,4293286.72,East Lucas
81392.94,7.31,8.21,4.82,30543.07,4685639.76,New Michelleville
77020.15,7.36,6.92,3.16,45490.36,4646676.86,South Anthony
47506.59,6.38,6.69,3.07,44276.03,3929266.55,South Anthony
77309.12,7.15,8.97,4.36,34314.44,4589079.41,Lake Christinaport
60968.9,6.62,7.91,3.6,46929.19,4374720.73,Port Adamtown
68370.18,7.04,7.0,4.96,33879.08,4207906.25,Jenniferstad
53153.82,4.31,5.85,3.35,25823.32,3144276.07,Lake Kathleen
55251.35,6.09,7.06,5.12,29915.15,3771630.12,Port Adamtown
57740.38,6.57,7.41,2.69,29195.9,3674755.87,New Deniseton
89026.04,3.9,7.73,5.41,32798.88,4045273.28,East Lucas
58929.93,4.68,7.59,4.35,36419.73,3674838.25,Lake Kathleen
53837.58,5.84,6.8,5.91,23812.49,3439909.81,New Deniseton
42885.22,5.93,5.33,2.95,33927.08,3223090.45,Jenniferstad
87994.6,4.82,8.0,4.62,29849.99,4355051.33,New Michelleville
75801.87,5.51,8.32,4.76,62860.12,4736056.54,South Anthony
62808.56,6.24,5.92,5.72,26366.55,3639088.77,Lake Christinaport
42470.43,6.5,5.75,4.59,36826.59,3647075.9,Lake Kathleen
57073.91,7.3,6.27,3.59,30137.13,4102102.42,North Jasonville
60121.97,4.55,7.33,4.14,39265.22,3812717.4,Jenniferstad
90388.21,7.2,5.66,2.0,15768.74,4131257.47,Port Adamtown
59104.29,5.41,7.29,2.24,45353.65,3994657.86,New Michelleville
75611.24,3.89,7.34,2.0,38228.31,3805004.5,Rebeccaville
50200.17,6.76,6.36,2.92,42319.38,3727259.51,North Jasonville
64801.64,6.18,8.8,2.4,31752.5,4195033.8,Lake Christinaport
79492.24,6.77,7.53,2.74,45286.47,4583301.01,South Anthony
61933.15,4.77,8.02,4.06,43415.79,3914901.31,Lake Kathleen
53383.27,5.17,5.99,2.0,44279.87,3686838.18,East Lucas
76662.58,5.48,8.91,5.37,30027.27,4487341.43,Lake Kathleen
74885.4,6.77,8.88,3.38,47834.57,4575431.06,East Lucas
71773.86,4.41,7.9,5.14,31932.96,4160765.77,South Anthony
80599.44,6.56,6.93,4.64,40790.42,4569099.58,Port Adamtown
63551.38,5.64,8.24,4.03,49515.67,4358155.06,Lake Christinaport
72617.58,6.16,5.84,2.95,42376.47,4338622.99,Port Adamtown
56590.68,6.52,7.74,4.73,3948.17,3456908.54,North Jasonville
65770.72,5.04,6.68,4.21,44486.89,4047217.54,New Deniseton
69307.56,6.72,7.05,4.9,45616.61,4341530.58,South Anthony
45399.05,7.43,6.07,4.54,52579.17,3877523.35,New Deniseton
